2	289.063
0	325
1	306.641
4	256.25
2	289.063
3	272.266
6	226.563
4	256.25
5	241.016
8	200
6	226.563
7	212.891
10	156.25
8	200
9	176.563
12	125
10	156.25
11	139.063
14	109
12	125
13	116
16	101
14	109
15	104
18	101
16	101
17	100
20	109
18	101
19	104
22	125
20	109
21	116
24	149
22	125
23	136
26	181
24	149
25	164
28	221
26	181
27	200
30	269
28	221
29	244
32	325
30	269
31	296
66	289
0	325
33	306
98	278.778
32	325
65	300.111
132	261
66	289
99	274
164	246.778
98	278.778
131	261
198	241
132	261
165	250
212	34
210	50
211	41
214	26
212	34
213	29
216	26
214	26
215	25
218	34
216	26
217	29
220	50
218	34
219	41
230	229
164	246.778
197	236.111
255	225.25
198	241
231	230.063
267	27.25
210	50
243	35.5625
268	25
220	50
244	31.25
278	234
230	229
254	225.25
303	234
255	225.25
279	226.563
313	60.25
311	104
312	80.5625
315	29
267	27.25
291	25.0625
315	29
313	60.25
314	43.0625
316	50
268	25
292	31.25
326	289
278	234
302	255.25
347	306
303	234
327	261
355	172.25
311	104
335	127.563
356	98.5
316	50
336	72.125
366	306
326	289
346	297.25
387	450
347	306
367	369
389	414.063
387	450
388	431.641
391	381.25
389	414.063
390	397.266
393	351.563
391	381.25
392	366.016
395	325
355	172.25
375	238.063
395	325
393	351.563
394	337.891
396	164
356	98.5
376	129.125
398	188.36
396	164
397	175.69
400	216.64
398	188.36
399	202.01
402	248.84
400	216.64
401	232.25
404	284.96
402	248.84
403	266.41
406	325
366	306
386	315.25
406	325
404	284.96
405	304.49
